Paper1,Paper2,Similarity
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2106.00120v3,0.8260767459869385
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2303.01980v1,0.8546810150146484
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1711.03577v1,0.8732884526252747
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2201.05867v1,0.8987691402435303
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1901.04195v1,0.8887102007865906
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2303.02715v1,0.8437985181808472
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1805.03551v2,0.8748013973236084
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2212.00253v1,0.8553889989852905
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1710.06798v1,0.868842601776123
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1807.06399v1,0.8440356850624084
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1801.00631v1,0.8585937023162842
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1801.07883v2,0.8411619663238525
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2310.19495v1,0.8771860599517822
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1807.04739v1,0.8527616858482361
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2212.12597v1,0.8791406154632568
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1802.08717v1,0.8738656640052795
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1803.10862v1,0.8737520575523376
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1906.06706v7,0.8537421822547913
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1904.05526v2,0.879081130027771
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1708.05866v2,0.886850893497467
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2302.03836v1,0.8827774524688721
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1803.03772v2,0.8605631589889526
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1703.02910v1,0.8749967813491821
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2007.14313v2,0.8767650723457336
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1708.03704v1,0.8704856038093567
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2207.03757v2,0.828476071357727
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2006.05579v1,0.8581292033195496
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2111.12963v1,0.881193995475769
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1212.2686v1,0.7830959558486938
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2003.03253v1,0.8289012908935547
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2205.01069v1,0.7444285154342651
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2004.00993v2,0.8498297333717346
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2010.09465v1,0.8497653007507324
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1709.05067v1,0.8913397192955017
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2006.05278v2,0.8583734035491943
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1602.06183v1,0.859420895576477
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1605.01369v2,0.8507815599441528
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1802.00810v4,0.8842298984527588
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2009.10568v1,0.8131493926048279
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2108.10451v1,0.8654651045799255
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2405.18281v1,0.8663771152496338
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1512.03844v1,0.834520161151886
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1906.10025v2,0.875159740447998
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1905.07187v1,0.8805730938911438
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1804.05806v1,0.8417420983314514
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2105.06868v3,0.8666896224021912
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2202.01319v1,0.8660911321640015
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2403.19083v1,0.8693461418151855
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1803.02323v1,0.8306861519813538
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2005.02612v1,0.8316378593444824
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1710.00211v1,0.8301915526390076
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2106.16088v1,0.8491424322128296
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1812.00564v1,0.8487333059310913
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2209.12014v1,0.8695850372314453
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1810.08033v1,0.8364697694778442
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1908.08843v2,0.8825746178627014
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1908.10206v1,0.8734583854675293
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2110.08611v2,0.8779288530349731
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2305.17473v2,0.8451904058456421
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2305.18357v1,0.8404895663261414
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1409.3358v1,0.8792878985404968
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2210.11237v1,0.8540058135986328
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1805.10451v2,0.8861392140388489
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1807.08169v1,0.8353271484375
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2211.03374v1,0.8832072615623474
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2110.06901v2,0.859192967414856
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1802.03596v1,0.8181233406066895
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1611.07174v2,0.8477774858474731
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2004.05366v2,0.8504650592803955
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2101.08387v6,0.8762825727462769
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2403.17561v3,0.8692569732666016
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2404.19226v1,0.8346996903419495
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1902.05148v1,0.8460270762443542
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/1904.10337v1,0.8236849308013916
http://arxiv.org/abs/1908.02130v1,http://arxiv.org/abs/2103.05127v2,0.8784791231155396
